mode,participant,target,modality,classifier,feature_count_request,feature_count_resolved,feature,selected_folds,outer_folds,selection_frequency,mean_feature_score
individual,P19,arousal,multimodal,svm,20,20,eeg_sd__C3,0,5,0.0,1.1242266290489311
individual,P19,arousal,multimodal,svm,20,20,eeg_sd__Cz,0,5,0.0,0.3198879703490886
individual,P19,arousal,multimodal,svm,20,20,eeg_sd__Fz,0,5,0.0,0.25188826471650866
individual,P19,arousal,multimodal,svm,20,20,eeg_sd__Oz,0,5,0.0,1.4675041947121552
individual,P19,arousal,multimodal,svm,20,20,eeg_sd__PO7,0,5,0.0,0.9752440815362297
individual,P19,arousal,multimodal,svm,20,20,eeg_sd__Pz,0,5,0.0,0.354418269744561
individual,P19,arousal,multimodal,svm,20,20,eeg_se__C3,0,5,0.0,1.0217083131882374
individual,P19,arousal,multimodal,svm,20,20,eeg_se__Fz,0,5,0.0,1.3259630535748628
individual,P19,arousal,multimodal,svm,20,20,eeg_se__Oz,0,5,0.0,1.387387497992255
individual,P19,arousal,multimodal,svm,20,20,eeg_se__PO7,0,5,0.0,0.12340815904995599
individual,P19,arousal,multimodal,svm,20,20,eeg_se_alpha__C3,0,5,0.0,1.000462830266886
individual,P19,arousal,multimodal,svm,20,20,eeg_se_alpha__Cz,0,5,0.0,0.31225194060963546
individual,P19,arousal,multimodal,svm,20,20,eeg_se_alpha__Oz,0,5,0.0,0.4732797194892381
individual,P19,arousal,multimodal,svm,20,20,eeg_se_alpha__PO7,0,5,0.0,0.3785858845483049
individual,P19,arousal,multimodal,svm,20,20,eeg_se_alpha__Pz,0,5,0.0,0.273347286465051
individual,P19,arousal,multimodal,svm,20,20,eeg_se_beta__C3,0,5,0.0,1.0028968297115743
individual,P19,arousal,multimodal,svm,20,20,eeg_se_beta__C4,0,5,0.0,0.29771824164524946
individual,P19,arousal,multimodal,svm,20,20,eeg_se_beta__Fz,0,5,0.0,0.4583137068295534
individual,P19,arousal,multimodal,svm,20,20,eeg_se_beta__PO7,0,5,0.0,0.4573611044908966
individual,P19,arousal,multimodal,svm,20,20,eeg_se_beta__PO8,0,5,0.0,1.2180186614662794
individual,P19,arousal,multimodal,svm,20,20,eeg_se_beta__Pz,0,5,0.0,0.30881032538068215
individual,P19,arousal,multimodal,svm,20,20,eeg_se_delta__C3,0,5,0.0,1.6860531706569521
individual,P19,arousal,multimodal,svm,20,20,eeg_se_delta__Cz,0,5,0.0,0.6629508031755443
individual,P19,arousal,multimodal,svm,20,20,eeg_se_delta__Fz,0,5,0.0,0.9519884577704285
individual,P19,arousal,multimodal,svm,20,20,eeg_se_delta__Oz,0,5,0.0,0.1570321966469167
individual,P19,arousal,multimodal,svm,20,20,eeg_se_delta__PO7,0,5,0.0,0.7983809492223066
individual,P19,arousal,multimodal,svm,20,20,eeg_se_delta__PO8,0,5,0.0,0.15250286458423173
individual,P19,arousal,multimodal,svm,20,20,eeg_se_delta__Pz,0,5,0.0,0.1096591597563688
individual,P19,arousal,multimodal,svm,20,20,eeg_se_gamma__C3,0,5,0.0,0.35423881333840557
individual,P19,arousal,multimodal,svm,20,20,eeg_se_gamma__C4,0,5,0.0,0.5131602136480147
individual,P19,arousal,multimodal,svm,20,20,eeg_se_gamma__Cz,0,5,0.0,0.7865563295508776
individual,P19,arousal,multimodal,svm,20,20,eeg_se_gamma__Fz,0,5,0.0,1.443143765900914
individual,P19,arousal,multimodal,svm,20,20,eeg_se_gamma__Oz,0,5,0.0,0.5130322300621748
individual,P19,arousal,multimodal,svm,20,20,eeg_se_gamma__PO7,0,5,0.0,0.21223541207540011
individual,P19,arousal,multimodal,svm,20,20,eeg_se_gamma__PO8,0,5,0.0,0.8419779493844162
individual,P19,arousal,multimodal,svm,20,20,eeg_se_gamma__Pz,0,5,0.0,0.6036776177636716
individual,P19,arousal,multimodal,svm,20,20,eeg_se_theta__C3,0,5,0.0,0.15930452485923902
individual,P19,arousal,multimodal,svm,20,20,eeg_se_theta__C4,0,5,0.0,0.9210413521718562
individual,P19,arousal,multimodal,svm,20,20,eeg_se_theta__Oz,0,5,0.0,1.2812216242398666
individual,P19,arousal,multimodal,svm,20,20,eeg_se_theta__PO7,0,5,0.0,0.6683076315345584
individual,P19,arousal,multimodal,svm,20,20,eeg_se_theta__PO8,0,5,0.0,1.014373482372212
individual,P19,arousal,multimodal,svm,20,20,eeg_se_theta__Pz,0,5,0.0,0.5248372987279275
individual,P19,arousal,multimodal,svm,20,20,video_enso_norm_mean,0,5,0.0,1.4032071008450775
individual,P19,arousal,multimodal,svm,20,20,video_enso_norm_std,0,5,0.0,0.7373066141160152
individual,P19,arousal,multimodal,svm,20,20,video_eso_norm_mean,0,5,0.0,0.4136094464800957
individual,P19,arousal,multimodal,svm,20,20,video_eso_norm_std,0,5,0.0,0.6206814969659588
individual,P19,arousal,multimodal,svm,20,20,video_irisdo_norm_mean,0,5,0.0,0.990265922442681
individual,P19,arousal,multimodal,svm,20,20,video_irisdo_norm_std,0,5,0.0,1.0716988236399485
individual,P19,arousal,multimodal,svm,20,20,video_mwo_norm_std,0,5,0.0,0.6939752877155472
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_alpha__C3,0,5,0.0,2.2943479018936177
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_alpha__Cz,0,5,0.0,1.809660468579884
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_alpha__Fz,0,5,0.0,0.21762794368247435
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_alpha__Oz,0,5,0.0,1.3589267483673801
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_alpha__PO7,0,5,0.0,2.087553474508508
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_alpha__PO8,0,5,0.0,0.5053233228569876
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_alpha__Pz,0,5,0.0,0.39449315992930656
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_beta__C3,0,5,0.0,2.3783797037131422
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_beta__C4,0,5,0.0,2.226903561171174
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_beta__Cz,0,5,0.0,1.2231073159102885
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_beta__Fz,0,5,0.0,1.4958104308136784
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_beta__Oz,0,5,0.0,0.6879591160899261
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_beta__PO8,0,5,0.0,1.2988750309283343
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_delta__C4,0,5,0.0,2.068907308623732
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_delta__Cz,0,5,0.0,2.380437042321668
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_delta__Fz,0,5,0.0,0.6061480610857023
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_delta__Oz,0,5,0.0,2.263955398901408
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_delta__PO7,0,5,0.0,0.6955475166565741
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_delta__Pz,0,5,0.0,0.8915170210703234
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_gamma__C3,0,5,0.0,0.9172858588907742
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_gamma__C4,0,5,0.0,0.3585325645392267
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_gamma__Cz,0,5,0.0,0.6615181990145625
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_gamma__Fz,0,5,0.0,0.754113464663115
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_gamma__Oz,0,5,0.0,0.34395183921506167
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_gamma__PO7,0,5,0.0,1.6135278622854135
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_gamma__PO8,0,5,0.0,0.7929588019825611
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_gamma__Pz,0,5,0.0,0.7045041321796691
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_theta__C3,0,5,0.0,0.5329402747302122
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_theta__C4,0,5,0.0,1.1136984061237813
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_theta__Cz,0,5,0.0,0.5655707196935048
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_theta__Fz,0,5,0.0,1.2048311931978675
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_theta__Oz,0,5,0.0,0.5503900699121405
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_theta__PO7,0,5,0.0,0.6309812564142288
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_theta__PO8,0,5,0.0,1.7961463690841915
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_theta__Pz,0,5,0.0,0.5829232779975619
individual,P19,arousal,multimodal,svm,5,5,eeg_hc__C4,0,5,0.0,1.9566113913035736
individual,P19,arousal,multimodal,svm,5,5,eeg_hc__Cz,0,5,0.0,2.8870161708171613
individual,P19,arousal,multimodal,svm,5,5,eeg_hc__Fz,0,5,0.0,1.7046448475517604
individual,P19,arousal,multimodal,svm,5,5,eeg_hc__Oz,0,5,0.0,1.6895363401675922
individual,P19,arousal,multimodal,svm,5,5,eeg_hc__PO7,0,5,0.0,1.6748961115347654
individual,P19,arousal,multimodal,svm,5,5,eeg_hc__Pz,0,5,0.0,2.1297038942752398
individual,P19,arousal,multimodal,svm,5,5,eeg_hm__C3,0,5,0.0,0.7241443938857228
individual,P19,arousal,multimodal,svm,5,5,eeg_hm__C4,0,5,0.0,0.43629077303581143
individual,P19,arousal,multimodal,svm,5,5,eeg_hm__Cz,0,5,0.0,2.3283236920544352
individual,P19,arousal,multimodal,svm,5,5,eeg_hm__Fz,0,5,0.0,0.46266391499042225
individual,P19,arousal,multimodal,svm,5,5,eeg_hm__Oz,0,5,0.0,1.6856441497748207
individual,P19,arousal,multimodal,svm,5,5,eeg_hm__PO7,0,5,0.0,0.9627200637288776
individual,P19,arousal,multimodal,svm,5,5,eeg_hm__PO8,0,5,0.0,2.542079024071694
individual,P19,arousal,multimodal,svm,5,5,eeg_hm__Pz,0,5,0.0,1.6872997196721182
individual,P19,arousal,multimodal,svm,5,5,eeg_mf_hz__C3,0,5,0.0,2.3571644417303643
individual,P19,arousal,multimodal,svm,5,5,eeg_mf_hz__C4,0,5,0.0,1.6950032014060512
individual,P19,arousal,multimodal,svm,5,5,eeg_mf_hz__Fz,0,5,0.0,1.2953065606409193
individual,P19,arousal,multimodal,svm,5,5,eeg_mf_hz__Oz,0,5,0.0,0.9100592275008836
individual,P19,arousal,multimodal,svm,5,5,eeg_mf_hz__PO7,0,5,0.0,1.3157726569318655
individual,P19,arousal,multimodal,svm,5,5,eeg_sd__C3,0,5,0.0,1.1242266290489311
individual,P19,arousal,multimodal,svm,5,5,eeg_sd__C4,0,5,0.0,2.51929291417209
individual,P19,arousal,multimodal,svm,5,5,eeg_sd__Cz,0,5,0.0,0.3198879703490886
individual,P19,arousal,multimodal,svm,5,5,eeg_sd__Fz,0,5,0.0,0.25188826471650866
individual,P19,arousal,multimodal,svm,5,5,eeg_sd__Oz,0,5,0.0,1.4675041947121552
individual,P19,arousal,multimodal,svm,5,5,eeg_sd__PO7,0,5,0.0,0.9752440815362297
individual,P19,arousal,multimodal,svm,5,5,eeg_sd__PO8,0,5,0.0,1.5880667058119033
individual,P19,arousal,multimodal,svm,5,5,eeg_sd__Pz,0,5,0.0,0.354418269744561
individual,P19,arousal,multimodal,svm,5,5,eeg_se__C3,0,5,0.0,1.0217083131882374
individual,P19,arousal,multimodal,svm,5,5,eeg_se__C4,0,5,0.0,2.53017573306058
individual,P19,arousal,multimodal,svm,5,5,eeg_se__Cz,0,5,0.0,2.0601323367177544
individual,P19,arousal,multimodal,svm,5,5,eeg_se__Fz,0,5,0.0,1.3259630535748628
individual,P19,arousal,multimodal,svm,5,5,eeg_se__Oz,0,5,0.0,1.387387497992255
individual,P19,arousal,multimodal,svm,5,5,eeg_se__PO7,0,5,0.0,0.12340815904995599
individual,P19,arousal,multimodal,svm,5,5,eeg_se__Pz,0,5,0.0,2.185313048355083
individual,P19,arousal,multimodal,svm,5,5,eeg_se_alpha__C3,0,5,0.0,1.000462830266886
individual,P19,arousal,multimodal,svm,5,5,eeg_se_alpha__Cz,0,5,0.0,0.31225194060963546
individual,P19,arousal,multimodal,svm,5,5,eeg_se_alpha__Fz,0,5,0.0,2.5816703828499907
individual,P19,arousal,multimodal,svm,5,5,eeg_se_alpha__Oz,0,5,0.0,0.4732797194892381
individual,P19,arousal,multimodal,svm,5,5,eeg_se_alpha__PO7,0,5,0.0,0.3785858845483049
individual,P19,arousal,multimodal,svm,5,5,eeg_se_alpha__PO8,0,5,0.0,1.8721042486005721
individual,P19,arousal,multimodal,svm,5,5,eeg_se_alpha__Pz,0,5,0.0,0.273347286465051
individual,P19,arousal,multimodal,svm,5,5,eeg_se_beta__C3,0,5,0.0,1.0028968297115743
individual,P19,arousal,multimodal,svm,5,5,eeg_se_beta__C4,0,5,0.0,0.29771824164524946
individual,P19,arousal,multimodal,svm,5,5,eeg_se_beta__Cz,0,5,0.0,0.9064282381286437
individual,P19,arousal,multimodal,svm,5,5,eeg_se_beta__Fz,0,5,0.0,0.4583137068295534
individual,P19,arousal,multimodal,svm,5,5,eeg_se_beta__Oz,0,5,0.0,1.1145098905289994
individual,P19,arousal,multimodal,svm,5,5,eeg_se_beta__PO7,0,5,0.0,0.4573611044908966
individual,P19,arousal,multimodal,svm,5,5,eeg_se_beta__PO8,0,5,0.0,1.2180186614662794
individual,P19,arousal,multimodal,svm,5,5,eeg_se_beta__Pz,0,5,0.0,0.30881032538068215
individual,P19,arousal,multimodal,svm,5,5,eeg_se_delta__C3,0,5,0.0,1.6860531706569521
individual,P19,arousal,multimodal,svm,5,5,eeg_se_delta__C4,0,5,0.0,1.209654786452244
individual,P19,arousal,multimodal,svm,5,5,eeg_se_delta__Cz,0,5,0.0,0.6629508031755443
individual,P19,arousal,multimodal,svm,5,5,eeg_se_delta__Fz,0,5,0.0,0.9519884577704285
individual,P19,arousal,multimodal,svm,5,5,eeg_se_delta__Oz,0,5,0.0,0.1570321966469167
individual,P19,arousal,multimodal,svm,5,5,eeg_se_delta__PO7,0,5,0.0,0.7983809492223066
individual,P19,arousal,multimodal,svm,5,5,eeg_se_delta__PO8,0,5,0.0,0.15250286458423173
individual,P19,arousal,multimodal,svm,5,5,eeg_se_delta__Pz,0,5,0.0,0.1096591597563688
individual,P19,arousal,multimodal,svm,5,5,eeg_se_gamma__C3,0,5,0.0,0.35423881333840557
individual,P19,arousal,multimodal,svm,5,5,eeg_se_gamma__C4,0,5,0.0,0.5131602136480147
individual,P19,arousal,multimodal,svm,5,5,eeg_se_gamma__Cz,0,5,0.0,0.7865563295508776
individual,P19,arousal,multimodal,svm,5,5,eeg_se_gamma__Fz,0,5,0.0,1.443143765900914
individual,P19,arousal,multimodal,svm,5,5,eeg_se_gamma__Oz,0,5,0.0,0.5130322300621748
individual,P19,arousal,multimodal,svm,5,5,eeg_se_gamma__PO7,0,5,0.0,0.21223541207540011
individual,P19,arousal,multimodal,svm,5,5,eeg_se_gamma__PO8,0,5,0.0,0.8419779493844162
individual,P19,arousal,multimodal,svm,5,5,eeg_se_gamma__Pz,0,5,0.0,0.6036776177636716
individual,P19,arousal,multimodal,svm,5,5,eeg_se_theta__C3,0,5,0.0,0.15930452485923902
individual,P19,arousal,multimodal,svm,5,5,eeg_se_theta__C4,0,5,0.0,0.9210413521718562
individual,P19,arousal,multimodal,svm,5,5,eeg_se_theta__Fz,0,5,0.0,1.9173766607114142
individual,P19,arousal,multimodal,svm,5,5,eeg_se_theta__Oz,0,5,0.0,1.2812216242398666
individual,P19,arousal,multimodal,svm,5,5,eeg_se_theta__PO7,0,5,0.0,0.6683076315345584
individual,P19,arousal,multimodal,svm,5,5,eeg_se_theta__PO8,0,5,0.0,1.014373482372212
individual,P19,arousal,multimodal,svm,5,5,eeg_se_theta__Pz,0,5,0.0,0.5248372987279275
individual,P19,arousal,multimodal,svm,5,5,video_enso_norm_mean,0,5,0.0,1.4032071008450775
individual,P19,arousal,multimodal,svm,5,5,video_enso_norm_std,0,5,0.0,0.7373066141160152
individual,P19,arousal,multimodal,svm,5,5,video_eso_norm_mean,0,5,0.0,0.4136094464800957
individual,P19,arousal,multimodal,svm,5,5,video_eso_norm_std,0,5,0.0,0.6206814969659588
individual,P19,arousal,multimodal,svm,5,5,video_irisdo_norm_mean,0,5,0.0,0.990265922442681
individual,P19,arousal,multimodal,svm,5,5,video_irisdo_norm_std,0,5,0.0,1.0716988236399485
individual,P19,arousal,multimodal,svm,5,5,video_mnso_norm_std,0,5,0.0,1.978128612164226
individual,P19,arousal,multimodal,svm,5,5,video_mwo_norm_std,0,5,0.0,0.6939752877155472
individual,P19,valence,eeg,gnb,20,20,eeg_bp_beta__C3,5,5,1.0,3.570043078360945
individual,P19,valence,eeg,gnb,20,20,eeg_hc__C3,5,5,1.0,3.480201835534287
individual,P19,valence,eeg,gnb,20,20,eeg_mf_hz__C3,5,5,1.0,3.274765116383558
individual,P19,valence,eeg,gnb,20,20,eeg_se_gamma__Cz,5,5,1.0,3.2503591071697286
individual,P19,valence,eeg,gnb,all,all,eeg_bp_alpha__C3,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_alpha__C4,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_alpha__Cz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_alpha__Fz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_alpha__Oz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_alpha__PO7,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_alpha__PO8,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_alpha__Pz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_beta__C3,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_beta__C4,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_beta__Cz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_beta__Fz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_beta__Oz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_beta__PO7,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_beta__PO8,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_beta__Pz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_delta__C3,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_delta__C4,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_delta__Cz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_delta__Fz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_delta__Oz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_delta__PO7,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_delta__PO8,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_delta__Pz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_gamma__C3,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_gamma__C4,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_gamma__Cz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_gamma__Fz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_gamma__Oz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_gamma__PO7,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_gamma__PO8,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_gamma__Pz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_theta__C3,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_theta__C4,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_theta__Cz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_theta__Fz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_theta__Oz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_theta__PO7,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_theta__PO8,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_bp_theta__Pz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hc__C3,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hc__C4,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hc__Cz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hc__Fz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hc__Oz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hc__PO7,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hc__PO8,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hc__Pz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hm__C3,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hm__C4,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hm__Cz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hm__Fz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hm__Oz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hm__PO7,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hm__PO8,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_hm__Pz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_mf_hz__C3,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_mf_hz__C4,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_mf_hz__Cz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_mf_hz__Fz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_mf_hz__Oz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_mf_hz__PO7,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_mf_hz__PO8,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_mf_hz__Pz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_sd__C3,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_sd__C4,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_sd__Cz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_sd__Fz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_sd__Oz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_sd__PO7,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_sd__PO8,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_sd__Pz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se__C3,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se__C4,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se__Cz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se__Fz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se__Oz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se__PO7,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se__PO8,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se__Pz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_alpha__C3,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_alpha__C4,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_alpha__Cz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_alpha__Fz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_alpha__Oz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_alpha__PO7,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_alpha__PO8,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_alpha__Pz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_beta__C3,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_beta__C4,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_beta__Cz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_beta__Fz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_beta__Oz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_beta__PO7,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_beta__PO8,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_beta__Pz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_delta__C3,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_delta__C4,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_delta__Cz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_delta__Fz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_delta__Oz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_delta__PO7,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_delta__PO8,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_delta__Pz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_gamma__C3,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_gamma__C4,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_gamma__Cz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_gamma__Fz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_gamma__Oz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_gamma__PO7,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_gamma__PO8,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_gamma__Pz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_theta__C3,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_theta__C4,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_theta__Cz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_theta__Fz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_theta__Oz,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_theta__PO7,5,5,1.0,
individual,P19,valence,eeg,gnb,all,all,eeg_se_theta__PO8,5,5,1.0,
